time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-24 00:00:00+00:00,5,5,22,18
2026-02-25 00:00:00+00:00,14,10,29,12
2026-02-26 00:00:00+00:00,29,17,61,17
2026-02-27 00:00:00+00:00,12,8,26,15
2026-02-28 00:00:00+00:00,14,9,27,16
2026-03-01 00:00:00+00:00,7,6,46,13
2026-03-02 00:00:00+00:00,15,11,86,17
2026-03-03 00:00:00+00:00,7,7,57,41
2026-03-04 00:00:00+00:00,5,5,27,17
2026-03-05 00:00:00+00:00,20,11,40,19
2026-03-06 00:00:00+00:00,6,6,53,17
2026-03-07 00:00:00+00:00,5,5,49,21
2026-03-08 00:00:00+00:00,12,8,23,16
2026-03-09 00:00:00+00:00,8,8,13,10
