referrer,views_total,views_unique
github.com,192,51
Google,103,34
unity.com,90,34
ya.ru,29,1
DuckDuckGo,14,4
discussions.unity.com,13,4
youtube.com,13,2
chatgpt.com,10,5
project-repository.ds.unity3d.com,6,1
yandex.ru,3,2
