referrer,views_total,views_unique
github.com,712,130
Google,634,50
unity.com,426,76
Bing,112,5
forum.unity.com,82,16
hatenablog-parts.com,20,1
docs.unity3d.com,13,10
youtube.com,5,5
blog.unity.com,3,3
link.zhihu.com,3,2
