time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-18 00:00:00+00:00,6,6,114,30
2023-03-19 00:00:00+00:00,6,6,136,37
2023-03-20 00:00:00+00:00,10,8,291,58
2023-03-21 00:00:00+00:00,7,7,238,44
2023-03-22 00:00:00+00:00,11,10,227,49
2023-03-23 00:00:00+00:00,6,4,104,38
2023-03-24 00:00:00+00:00,14,13,110,41
2023-03-25 00:00:00+00:00,14,9,75,30
2023-03-26 00:00:00+00:00,10,8,201,46
2023-03-27 00:00:00+00:00,14,12,172,62
2023-03-28 00:00:00+00:00,13,11,270,55
2023-03-29 00:00:00+00:00,9,9,294,45
2023-03-30 00:00:00+00:00,15,12,172,55
2023-03-31 00:00:00+00:00,3,3,234,54
