time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,7,7,69,23
2025-04-26 00:00:00+00:00,8,7,89,20
2025-04-27 00:00:00+00:00,11,8,110,21
2025-04-28 00:00:00+00:00,15,11,87,24
2025-04-29 00:00:00+00:00,7,7,65,29
2025-04-30 00:00:00+00:00,12,8,153,26
2025-05-01 00:00:00+00:00,9,6,56,16
2025-05-02 00:00:00+00:00,13,12,118,27
2025-05-03 00:00:00+00:00,8,8,40,18
2025-05-04 00:00:00+00:00,16,12,124,19
2025-05-05 00:00:00+00:00,8,7,94,32
2025-05-06 00:00:00+00:00,11,7,91,32
2025-05-07 00:00:00+00:00,8,8,128,30
2025-05-08 00:00:00+00:00,5,5,40,22
