time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-16 00:00:00+00:00,3.0,2.0,127,20
2024-09-17 00:00:00+00:00,8.0,5.0,40,17
2024-09-18 00:00:00+00:00,5.0,5.0,105,23
2024-09-19 00:00:00+00:00,3.0,2.0,92,24
2024-09-20 00:00:00+00:00,1.0,1.0,232,36
2024-09-21 00:00:00+00:00,,,73,15
2024-09-22 00:00:00+00:00,3.0,2.0,125,19
2024-09-23 00:00:00+00:00,5.0,2.0,277,43
2024-09-24 00:00:00+00:00,7.0,4.0,253,38
2024-09-25 00:00:00+00:00,3.0,3.0,217,45
2024-09-26 00:00:00+00:00,5.0,5.0,100,27
2024-09-27 00:00:00+00:00,3.0,3.0,82,22
2024-09-28 00:00:00+00:00,3.0,3.0,42,17
2024-09-29 00:00:00+00:00,,,42,24
