time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-30 00:00:00+00:00,14,6,48,6
2025-08-31 00:00:00+00:00,19,10,23,13
2025-09-01 00:00:00+00:00,14,8,37,24
2025-09-02 00:00:00+00:00,11,3,90,21
2025-09-03 00:00:00+00:00,9,6,28,20
2025-09-04 00:00:00+00:00,6,6,16,10
2025-09-05 00:00:00+00:00,8,8,24,10
2025-09-06 00:00:00+00:00,10,9,25,17
2025-09-07 00:00:00+00:00,12,12,252,15
2025-09-08 00:00:00+00:00,5,5,85,25
2025-09-09 00:00:00+00:00,13,12,82,20
2025-09-10 00:00:00+00:00,9,8,71,20
2025-09-11 00:00:00+00:00,4,4,17,8
2025-09-12 00:00:00+00:00,5,5,106,25
