time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-25 00:00:00+00:00,6,6,98,25
2025-03-26 00:00:00+00:00,5,5,83,30
2025-03-27 00:00:00+00:00,8,7,74,32
2025-03-28 00:00:00+00:00,10,7,44,15
2025-03-29 00:00:00+00:00,21,19,45,17
2025-03-30 00:00:00+00:00,6,6,111,25
2025-03-31 00:00:00+00:00,4,4,150,30
2025-04-01 00:00:00+00:00,15,8,69,23
2025-04-02 00:00:00+00:00,16,11,50,22
2025-04-03 00:00:00+00:00,6,6,60,24
2025-04-04 00:00:00+00:00,9,9,86,23
2025-04-05 00:00:00+00:00,8,8,19,16
2025-04-06 00:00:00+00:00,12,9,66,16
2025-04-07 00:00:00+00:00,4,3,95,32
