referrer,views_total,views_unique
github.com,1404,292
unity.com,1061,209
Google,464,87
forum.unity.com,216,45
youtube.com,126,6
blog.unity.com,91,9
yandex.ru,43,1
qiita.com,23,2
ca.search.yahoo.com,20,1
gamefromscratch.com,15,2
