time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,15,11,87,24
2025-04-29 00:00:00+00:00,7,7,65,29
2025-04-30 00:00:00+00:00,12,8,153,26
2025-05-01 00:00:00+00:00,9,6,56,16
2025-05-02 00:00:00+00:00,13,12,118,27
2025-05-03 00:00:00+00:00,8,8,40,18
2025-05-04 00:00:00+00:00,16,12,124,19
2025-05-05 00:00:00+00:00,8,7,94,32
2025-05-06 00:00:00+00:00,11,7,91,32
2025-05-07 00:00:00+00:00,8,8,128,30
2025-05-08 00:00:00+00:00,12,9,51,25
2025-05-09 00:00:00+00:00,16,10,81,23
2025-05-10 00:00:00+00:00,8,8,32,15
2025-05-11 00:00:00+00:00,2,2,54,18
