time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-07 00:00:00+00:00,21,11,69,15
2026-08-08 00:00:00+00:00,24,13,61,11
2026-08-09 00:00:00+00:00,13,7,36,12
2026-08-10 00:00:00+00:00,161,4,19,14
2026-08-11 00:00:00+00:00,21,9,35,8
2026-08-12 00:00:00+00:00,18,9,17,11
2026-08-13 00:00:00+00:00,13,7,19,13
2026-08-14 00:00:00+00:00,17,8,41,17
2026-08-15 00:00:00+00:00,9,6,15,12
2026-08-16 00:00:00+00:00,7,7,17,12
2026-08-17 00:00:00+00:00,7,7,51,19
2026-08-18 00:00:00+00:00,10,5,34,18
2026-08-19 00:00:00+00:00,21,9,38,15
2026-08-20 00:00:00+00:00,8,7,32,16
