time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-16 00:00:00+00:00,12,12,451,58
2023-08-17 00:00:00+00:00,7,6,234,49
2023-08-18 00:00:00+00:00,11,10,318,62
2023-08-19 00:00:00+00:00,8,7,208,25
2023-08-20 00:00:00+00:00,5,5,195,35
2023-08-21 00:00:00+00:00,8,7,247,47
2023-08-22 00:00:00+00:00,12,10,332,45
2023-08-23 00:00:00+00:00,12,7,378,48
2023-08-24 00:00:00+00:00,6,6,349,56
2023-08-25 00:00:00+00:00,8,7,246,49
2023-08-26 00:00:00+00:00,6,5,290,33
2023-08-27 00:00:00+00:00,7,7,562,34
2023-08-28 00:00:00+00:00,10,9,346,51
2023-08-29 00:00:00+00:00,2,2,262,44
