time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-14 00:00:00+00:00,9,9,253,46
2024-03-15 00:00:00+00:00,6,6,208,60
2024-03-16 00:00:00+00:00,4,4,276,30
2024-03-17 00:00:00+00:00,6,6,222,29
2024-03-18 00:00:00+00:00,7,6,400,45
2024-03-19 00:00:00+00:00,6,5,188,40
2024-03-20 00:00:00+00:00,8,7,147,27
2024-03-21 00:00:00+00:00,6,6,119,33
2024-03-22 00:00:00+00:00,3,3,134,31
2024-03-23 00:00:00+00:00,6,6,99,25
2024-03-24 00:00:00+00:00,2,2,226,26
2024-03-25 00:00:00+00:00,2,2,187,33
2024-03-26 00:00:00+00:00,7,6,184,29
2024-03-27 00:00:00+00:00,4,4,84,36
