referrer,views_total,views_unique
github.com,315,83
Google,226,39
unity.com,68,24
chatgpt.com,9,6
Bing,3,3
yandex.ru,3,2
doubao.com,3,1
cn.bing.com,3,1
lab.uwa4d.com,2,1
docs.unity3d.com,1,1
