time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,,,234,42
2024-07-31 00:00:00+00:00,1.0,1.0,292,31
2024-08-01 00:00:00+00:00,1.0,1.0,137,41
2024-08-02 00:00:00+00:00,4.0,3.0,179,34
2024-08-03 00:00:00+00:00,1.0,1.0,213,28
2024-08-04 00:00:00+00:00,9.0,3.0,256,26
2024-08-05 00:00:00+00:00,5.0,2.0,261,33
2024-08-06 00:00:00+00:00,2.0,2.0,156,36
2024-08-07 00:00:00+00:00,1.0,1.0,348,25
2024-08-08 00:00:00+00:00,4.0,4.0,417,38
2024-08-09 00:00:00+00:00,3.0,2.0,162,25
2024-08-10 00:00:00+00:00,3.0,3.0,31,17
2024-08-11 00:00:00+00:00,3.0,2.0,33,19
2024-08-12 00:00:00+00:00,1.0,1.0,142,26
