time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,12.0,10.0,118,18
2025-02-01 00:00:00+00:00,7.0,4.0,111,15
2025-02-02 00:00:00+00:00,10.0,7.0,36,13
2025-02-03 00:00:00+00:00,9.0,8.0,154,23
2025-02-04 00:00:00+00:00,14.0,9.0,88,18
2025-02-05 00:00:00+00:00,9.0,9.0,85,29
2025-02-06 00:00:00+00:00,8.0,5.0,100,24
2025-02-07 00:00:00+00:00,10.0,8.0,27,20
2025-02-08 00:00:00+00:00,12.0,8.0,59,16
2025-02-09 00:00:00+00:00,10.0,6.0,115,19
2025-02-10 00:00:00+00:00,13.0,7.0,75,38
2025-02-11 00:00:00+00:00,6.0,6.0,47,21
2025-02-12 00:00:00+00:00,,,34,19
2025-02-13 00:00:00+00:00,,,17,15
