referrer,views_total,views_unique
unity.com,115,22
github.com,113,59
Google,64,29
Bing,10,3
chatgpt.com,8,6
discussions.unity.com,7,2
docs.unity3d.com,5,2
learn.unity.com,4,2
youtube.com,3,1
Yahoo,2,1
