time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-20 00:00:00+00:00,8,7,147,27
2024-03-21 00:00:00+00:00,6,6,119,33
2024-03-22 00:00:00+00:00,3,3,134,31
2024-03-23 00:00:00+00:00,6,6,99,25
2024-03-24 00:00:00+00:00,2,2,226,26
2024-03-25 00:00:00+00:00,2,2,187,33
2024-03-26 00:00:00+00:00,7,6,184,29
2024-03-27 00:00:00+00:00,5,5,96,37
2024-03-28 00:00:00+00:00,6,6,158,30
2024-03-29 00:00:00+00:00,4,4,168,24
2024-03-30 00:00:00+00:00,3,3,213,20
2024-03-31 00:00:00+00:00,4,4,71,27
2024-04-01 00:00:00+00:00,4,4,447,40
2024-04-02 00:00:00+00:00,2,2,221,38
