time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-07 00:00:00+00:00,17,7,189,46
2023-02-08 00:00:00+00:00,14,10,266,58
2023-02-09 00:00:00+00:00,12,8,93,43
2023-02-10 00:00:00+00:00,6,6,221,49
2023-02-11 00:00:00+00:00,13,10,73,32
2023-02-12 00:00:00+00:00,8,8,214,41
2023-02-13 00:00:00+00:00,9,8,197,47
2023-02-14 00:00:00+00:00,10,7,145,48
2023-02-15 00:00:00+00:00,9,8,93,33
2023-02-16 00:00:00+00:00,9,8,148,36
2023-02-17 00:00:00+00:00,20,16,322,70
2023-02-18 00:00:00+00:00,6,6,172,38
2023-02-19 00:00:00+00:00,8,8,195,46
2023-02-20 00:00:00+00:00,20,13,173,48
