referrer,views_total,views_unique
github.com,211,102
unity.com,179,37
Google,173,39
Bing,43,3
DuckDuckGo,23,3
chatgpt.com,16,7
pallab.fanbox.cc,16,2
qiita.com,11,1
discussions.unity.com,6,4
youtube.com,2,2
