time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-06 00:00:00+00:00,18,10,38,16
2026-01-07 00:00:00+00:00,7,7,18,13
2026-01-08 00:00:00+00:00,18,14,42,17
2026-01-09 00:00:00+00:00,11,10,108,26
2026-01-10 00:00:00+00:00,21,10,12,7
2026-01-11 00:00:00+00:00,12,7,20,11
2026-01-12 00:00:00+00:00,16,11,51,20
2026-01-13 00:00:00+00:00,8,8,79,20
2026-01-14 00:00:00+00:00,9,9,80,26
2026-01-15 00:00:00+00:00,22,13,41,19
2026-01-16 00:00:00+00:00,5,5,58,20
2026-01-17 00:00:00+00:00,11,11,6,6
2026-01-18 00:00:00+00:00,16,11,40,17
2026-01-19 00:00:00+00:00,20,10,57,22
