time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,9,9,12,10
2026-04-06 00:00:00+00:00,18,14,34,12
2026-04-07 00:00:00+00:00,22,15,40,16
2026-04-08 00:00:00+00:00,16,11,19,18
2026-04-09 00:00:00+00:00,23,13,55,22
2026-04-10 00:00:00+00:00,23,12,31,23
2026-04-11 00:00:00+00:00,23,13,45,20
2026-04-12 00:00:00+00:00,23,11,28,12
2026-04-13 00:00:00+00:00,43,16,29,10
2026-04-14 00:00:00+00:00,23,11,44,13
2026-04-15 00:00:00+00:00,24,12,38,19
2026-04-16 00:00:00+00:00,23,12,76,20
2026-04-17 00:00:00+00:00,14,7,90,15
2026-04-18 00:00:00+00:00,32,15,37,17
