time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-02 00:00:00+00:00,2.0,1.0,104,41
2024-12-03 00:00:00+00:00,3.0,2.0,126,34
2024-12-04 00:00:00+00:00,3.0,2.0,98,26
2024-12-05 00:00:00+00:00,3.0,1.0,31,22
2024-12-06 00:00:00+00:00,3.0,3.0,92,26
2024-12-07 00:00:00+00:00,7.0,3.0,51,11
2024-12-08 00:00:00+00:00,,,80,20
2024-12-09 00:00:00+00:00,3.0,3.0,71,27
2024-12-10 00:00:00+00:00,,,56,30
2024-12-11 00:00:00+00:00,1.0,1.0,56,28
2024-12-12 00:00:00+00:00,,,49,28
2024-12-13 00:00:00+00:00,5.0,4.0,134,47
2024-12-14 00:00:00+00:00,6.0,4.0,79,36
2024-12-15 00:00:00+00:00,1.0,1.0,33,22
