time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-30 00:00:00+00:00,38,14,37,11
2026-05-01 00:00:00+00:00,25,9,22,11
2026-05-02 00:00:00+00:00,39,13,36,15
2026-05-03 00:00:00+00:00,39,12,13,10
2026-05-04 00:00:00+00:00,22,12,10,9
2026-05-05 00:00:00+00:00,28,10,47,15
2026-05-06 00:00:00+00:00,13,7,19,12
2026-05-07 00:00:00+00:00,10,10,26,10
2026-05-08 00:00:00+00:00,15,10,53,13
2026-05-09 00:00:00+00:00,22,9,11,10
2026-05-10 00:00:00+00:00,13,7,9,7
2026-05-11 00:00:00+00:00,18,9,20,12
2026-05-12 00:00:00+00:00,30,12,19,12
2026-05-13 00:00:00+00:00,22,10,52,12
