time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-12 00:00:00+00:00,10,10,139,33
2023-04-13 00:00:00+00:00,12,12,142,42
2023-04-14 00:00:00+00:00,18,15,174,54
2023-04-15 00:00:00+00:00,9,7,101,25
2023-04-16 00:00:00+00:00,10,10,218,39
2023-04-17 00:00:00+00:00,13,12,303,51
2023-04-18 00:00:00+00:00,8,7,187,45
2023-04-19 00:00:00+00:00,8,8,308,58
2023-04-20 00:00:00+00:00,12,10,218,47
2023-04-21 00:00:00+00:00,8,6,69,37
2023-04-22 00:00:00+00:00,6,6,62,28
2023-04-23 00:00:00+00:00,10,8,259,56
2023-04-24 00:00:00+00:00,24,13,182,72
2023-04-25 00:00:00+00:00,13,5,273,58
