time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-06 00:00:00+00:00,7.0,6.0,65,24
2024-04-07 00:00:00+00:00,4.0,4.0,227,30
2024-04-08 00:00:00+00:00,4.0,4.0,319,40
2024-04-09 00:00:00+00:00,4.0,4.0,128,34
2024-04-10 00:00:00+00:00,7.0,7.0,55,28
2024-04-11 00:00:00+00:00,7.0,6.0,447,36
2024-04-12 00:00:00+00:00,7.0,6.0,432,33
2024-04-13 00:00:00+00:00,1.0,1.0,121,15
2024-04-14 00:00:00+00:00,4.0,4.0,167,29
2024-04-15 00:00:00+00:00,5.0,4.0,68,33
2024-04-16 00:00:00+00:00,4.0,2.0,297,43
2024-04-17 00:00:00+00:00,3.0,3.0,162,31
2024-04-18 00:00:00+00:00,6.0,3.0,228,40
2024-04-19 00:00:00+00:00,,,174,26
