time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-03 00:00:00+00:00,3.0,2.0,185,29
2024-09-04 00:00:00+00:00,2.0,2.0,148,30
2024-09-05 00:00:00+00:00,3.0,2.0,245,30
2024-09-06 00:00:00+00:00,,,68,24
2024-09-07 00:00:00+00:00,5.0,3.0,53,19
2024-09-08 00:00:00+00:00,2.0,1.0,45,23
2024-09-09 00:00:00+00:00,2.0,2.0,207,36
2024-09-10 00:00:00+00:00,,,72,22
2024-09-11 00:00:00+00:00,,,82,18
2024-09-12 00:00:00+00:00,1.0,1.0,43,20
2024-09-13 00:00:00+00:00,6.0,3.0,86,41
2024-09-14 00:00:00+00:00,1.0,1.0,152,26
2024-09-15 00:00:00+00:00,2.0,1.0,67,22
2024-09-16 00:00:00+00:00,1.0,1.0,124,19
