time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-18 00:00:00+00:00,8,6,158,43
2023-05-19 00:00:00+00:00,12,9,203,31
2023-05-20 00:00:00+00:00,13,10,256,34
2023-05-21 00:00:00+00:00,8,7,534,44
2023-05-22 00:00:00+00:00,13,9,122,42
2023-05-23 00:00:00+00:00,10,8,274,54
2023-05-24 00:00:00+00:00,10,7,179,31
2023-05-25 00:00:00+00:00,6,6,202,41
2023-05-26 00:00:00+00:00,12,11,183,52
2023-05-27 00:00:00+00:00,8,7,188,32
2023-05-28 00:00:00+00:00,5,5,147,24
2023-05-29 00:00:00+00:00,13,10,111,38
2023-05-30 00:00:00+00:00,4,4,165,42
2023-05-31 00:00:00+00:00,12,9,325,54
