time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-01 00:00:00+00:00,7,7,123,27
2025-11-02 00:00:00+00:00,18,7,16,15
2025-11-03 00:00:00+00:00,27,12,57,23
2025-11-04 00:00:00+00:00,18,15,96,23
2025-11-05 00:00:00+00:00,26,20,46,17
2025-11-06 00:00:00+00:00,16,8,102,19
2025-11-07 00:00:00+00:00,10,5,109,22
2025-11-08 00:00:00+00:00,8,8,40,8
2025-11-09 00:00:00+00:00,12,7,31,12
2025-11-10 00:00:00+00:00,13,12,41,16
2025-11-11 00:00:00+00:00,12,7,41,24
2025-11-12 00:00:00+00:00,11,10,37,13
2025-11-13 00:00:00+00:00,14,13,51,18
2025-11-14 00:00:00+00:00,21,14,109,17
