time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-07 00:00:00+00:00,16,7,107,19
2025-06-08 00:00:00+00:00,15,7,52,19
2025-06-09 00:00:00+00:00,15,7,140,25
2025-06-10 00:00:00+00:00,16,8,34,22
2025-06-11 00:00:00+00:00,26,17,57,16
2025-06-12 00:00:00+00:00,14,6,118,28
2025-06-13 00:00:00+00:00,19,10,104,19
2025-06-14 00:00:00+00:00,13,7,20,17
2025-06-15 00:00:00+00:00,13,7,42,19
2025-06-16 00:00:00+00:00,18,12,116,29
2025-06-17 00:00:00+00:00,18,10,61,29
2025-06-18 00:00:00+00:00,15,9,85,26
2025-06-19 00:00:00+00:00,13,5,81,20
2025-06-20 00:00:00+00:00,5,5,71,33
