time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-09 00:00:00+00:00,3.0,2.0,162,25
2024-08-10 00:00:00+00:00,3.0,3.0,31,17
2024-08-11 00:00:00+00:00,3.0,2.0,33,19
2024-08-12 00:00:00+00:00,1.0,1.0,149,28
2024-08-13 00:00:00+00:00,2.0,2.0,359,34
2024-08-14 00:00:00+00:00,,,119,23
2024-08-15 00:00:00+00:00,,,105,33
2024-08-16 00:00:00+00:00,3.0,2.0,106,31
2024-08-17 00:00:00+00:00,6.0,3.0,166,26
2024-08-18 00:00:00+00:00,3.0,2.0,97,23
2024-08-19 00:00:00+00:00,4.0,3.0,167,27
2024-08-20 00:00:00+00:00,5.0,2.0,125,33
2024-08-21 00:00:00+00:00,,,176,31
2024-08-22 00:00:00+00:00,,,166,32
