time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-01 00:00:00+00:00,12,4,126,25
2025-08-02 00:00:00+00:00,17,10,37,15
2025-08-03 00:00:00+00:00,14,6,107,21
2025-08-04 00:00:00+00:00,16,8,60,20
2025-08-05 00:00:00+00:00,20,12,41,14
2025-08-06 00:00:00+00:00,12,4,52,20
2025-08-07 00:00:00+00:00,20,10,134,20
2025-08-08 00:00:00+00:00,12,6,132,22
2025-08-09 00:00:00+00:00,11,5,28,16
2025-08-10 00:00:00+00:00,13,7,93,18
2025-08-11 00:00:00+00:00,570,11,59,16
2025-08-12 00:00:00+00:00,1120,7,32,22
2025-08-13 00:00:00+00:00,12,6,91,14
2025-08-14 00:00:00+00:00,2,2,50,21
