time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,6,5,18,13
2025-09-25 00:00:00+00:00,7,7,51,15
2025-09-26 00:00:00+00:00,6,5,55,22
2025-09-27 00:00:00+00:00,6,6,20,13
2025-09-28 00:00:00+00:00,6,5,52,13
2025-09-29 00:00:00+00:00,11,11,30,18
2025-09-30 00:00:00+00:00,3,3,71,25
2025-10-01 00:00:00+00:00,4,4,26,10
2025-10-02 00:00:00+00:00,8,6,26,12
2025-10-03 00:00:00+00:00,11,11,59,16
2025-10-04 00:00:00+00:00,6,6,12,6
2025-10-05 00:00:00+00:00,4,4,39,17
2025-10-06 00:00:00+00:00,6,6,65,15
2025-10-07 00:00:00+00:00,4,4,47,16
