time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-12 00:00:00+00:00,9,9,106,25
2025-09-13 00:00:00+00:00,7,6,16,13
2025-09-14 00:00:00+00:00,10,9,34,16
2025-09-15 00:00:00+00:00,8,8,54,22
2025-09-16 00:00:00+00:00,9,7,142,30
2025-09-17 00:00:00+00:00,13,13,62,15
2025-09-18 00:00:00+00:00,9,7,28,16
2025-09-19 00:00:00+00:00,6,4,86,18
2025-09-20 00:00:00+00:00,10,10,40,7
2025-09-21 00:00:00+00:00,10,9,58,16
2025-09-22 00:00:00+00:00,11,11,15,13
2025-09-23 00:00:00+00:00,4,4,25,14
2025-09-24 00:00:00+00:00,6,5,18,13
2025-09-25 00:00:00+00:00,1,1,49,13
