time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-08 00:00:00+00:00,9,9,102,31
2025-12-09 00:00:00+00:00,16,9,68,31
2025-12-10 00:00:00+00:00,11,7,52,24
2025-12-11 00:00:00+00:00,18,7,61,24
2025-12-12 00:00:00+00:00,16,10,82,25
2025-12-13 00:00:00+00:00,13,9,36,14
2025-12-14 00:00:00+00:00,16,11,143,14
2025-12-15 00:00:00+00:00,9,9,107,31
2025-12-16 00:00:00+00:00,12,8,68,25
2025-12-17 00:00:00+00:00,10,5,26,20
2025-12-18 00:00:00+00:00,10,6,90,22
2025-12-19 00:00:00+00:00,14,10,112,21
2025-12-20 00:00:00+00:00,19,11,115,21
2025-12-21 00:00:00+00:00,5,5,55,22
