time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-05 00:00:00+00:00,8,8,19,16
2025-04-06 00:00:00+00:00,12,9,66,16
2025-04-07 00:00:00+00:00,6,5,95,32
2025-04-08 00:00:00+00:00,9,6,46,18
2025-04-09 00:00:00+00:00,3,3,118,23
2025-04-10 00:00:00+00:00,8,7,121,35
2025-04-11 00:00:00+00:00,13,11,46,27
2025-04-12 00:00:00+00:00,11,6,34,17
2025-04-13 00:00:00+00:00,11,8,65,18
2025-04-14 00:00:00+00:00,9,7,134,29
2025-04-15 00:00:00+00:00,8,4,129,30
2025-04-16 00:00:00+00:00,14,7,79,32
2025-04-17 00:00:00+00:00,7,7,90,21
2025-04-18 00:00:00+00:00,8,6,73,20
