time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-22 00:00:00+00:00,2,2,103,17
2024-12-23 00:00:00+00:00,1,1,63,27
2024-12-24 00:00:00+00:00,2,2,95,22
2024-12-25 00:00:00+00:00,5,4,44,16
2024-12-26 00:00:00+00:00,4,2,59,24
2024-12-27 00:00:00+00:00,1,1,48,21
2024-12-28 00:00:00+00:00,3,2,135,25
2024-12-29 00:00:00+00:00,3,2,64,19
2024-12-30 00:00:00+00:00,1,1,144,24
2024-12-31 00:00:00+00:00,2,1,108,26
2025-01-01 00:00:00+00:00,6,4,80,13
2025-01-02 00:00:00+00:00,5,5,125,25
2025-01-03 00:00:00+00:00,7,7,157,32
2025-01-04 00:00:00+00:00,1,1,53,19
