time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-08 00:00:00+00:00,9,9,56,12
2025-10-09 00:00:00+00:00,3,3,43,8
2025-10-10 00:00:00+00:00,12,10,55,14
2025-10-11 00:00:00+00:00,5,5,52,17
2025-10-12 00:00:00+00:00,10,10,21,13
2025-10-13 00:00:00+00:00,10,10,41,26
2025-10-14 00:00:00+00:00,27,12,98,21
2025-10-15 00:00:00+00:00,17,10,38,13
2025-10-16 00:00:00+00:00,4,4,65,20
2025-10-17 00:00:00+00:00,15,10,43,16
2025-10-18 00:00:00+00:00,17,10,45,12
2025-10-19 00:00:00+00:00,18,8,21,13
2025-10-20 00:00:00+00:00,12,7,33,22
2025-10-21 00:00:00+00:00,21,9,181,19
