time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-03 00:00:00+00:00,8,8,40,18
2025-05-04 00:00:00+00:00,16,12,124,19
2025-05-05 00:00:00+00:00,8,7,94,32
2025-05-06 00:00:00+00:00,11,7,91,32
2025-05-07 00:00:00+00:00,8,8,128,30
2025-05-08 00:00:00+00:00,12,9,51,25
2025-05-09 00:00:00+00:00,16,10,81,23
2025-05-10 00:00:00+00:00,8,8,32,15
2025-05-11 00:00:00+00:00,6,6,56,20
2025-05-12 00:00:00+00:00,7,7,74,35
2025-05-13 00:00:00+00:00,10,6,92,22
2025-05-14 00:00:00+00:00,8,8,65,22
2025-05-15 00:00:00+00:00,5,5,57,28
2025-05-16 00:00:00+00:00,2,2,101,22
