referrer,views_total,views_unique
github.com,300,100
unity.com,217,43
Google,161,47
docs.unity3d.com,98,3
discussions.unity.com,44,6
Bing,17,6
cn.bing.com,12,4
yandex.ru,12,2
search.brave.com,11,1
chatgpt.com,7,5
