time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-19 00:00:00+00:00,14,14,83,24
2025-11-20 00:00:00+00:00,15,11,17,11
2025-11-21 00:00:00+00:00,9,9,49,22
2025-11-22 00:00:00+00:00,10,10,30,10
2025-11-23 00:00:00+00:00,12,12,68,18
2025-11-24 00:00:00+00:00,10,10,54,16
2025-11-25 00:00:00+00:00,10,10,81,18
2025-11-26 00:00:00+00:00,12,12,118,21
2025-11-27 00:00:00+00:00,12,11,36,12
2025-11-28 00:00:00+00:00,9,9,116,35
2025-11-29 00:00:00+00:00,9,7,53,21
2025-11-30 00:00:00+00:00,7,7,44,19
2025-12-01 00:00:00+00:00,40,16,52,20
2025-12-02 00:00:00+00:00,23,10,61,22
