time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-02 00:00:00+00:00,18,14,31,15
2026-02-03 00:00:00+00:00,10,6,58,20
2026-02-04 00:00:00+00:00,22,14,33,21
2026-02-05 00:00:00+00:00,11,7,55,12
2026-02-06 00:00:00+00:00,21,13,28,18
2026-02-07 00:00:00+00:00,15,11,14,9
2026-02-08 00:00:00+00:00,20,12,31,14
2026-02-09 00:00:00+00:00,17,9,34,16
2026-02-10 00:00:00+00:00,12,8,43,21
2026-02-11 00:00:00+00:00,17,13,31,16
2026-02-12 00:00:00+00:00,9,9,58,25
2026-02-13 00:00:00+00:00,7,7,21,14
2026-02-14 00:00:00+00:00,19,10,14,13
2026-02-15 00:00:00+00:00,13,9,17,12
